Timestamp,Status
2025-01-08 15:29:04,Confident
2025-01-08 15:29:04,Confident
2025-01-08 15:29:04,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:05,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:06,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:07,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:08,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:09,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:10,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:11,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:12,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:13,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:14,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:15,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:16,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:17,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:18,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:19,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:20,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:21,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:22,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:23,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:24,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:25,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:26,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:27,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:28,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:29,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:30,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:31,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:32,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
2025-01-08 15:29:33,Confident
